,datass_csv
0,"Any theft, loss, damage to or other misappropriation or inadvertent disclosure of, or inappropriate access to, the confidential information we possess could have an adverse impact on our business and could subject us to regulatory actions, litigation and other adverse effects. "
0,"Our calculations of credit, market and operational risk exposures, total RWA and capital ratios for regulatory purposes depend on data inputs, formulae, models, correlations and assumptions that are subject to change over time, which changes, in addition to our consolidated financial results, could materially impact our risk exposures, our total RWA and our capital ratios from period to period. "
0,"on, among other factors, our and the financial services industry's evolving experience. Any of these judgments or other elements of our advanced systems may not, individually or collectively, precisely represent or calculate the scenarios, circumstances, outputs or other results for which they are designed or intended. Collectively, they represent only our estimate of associated risk. "
0,"In addition, our advanced systems are subject to update and periodic revalidation in response to changes in our business activities and our historical experiences, forces and events experienced by the market broadly or by individual financial institutions, changes in regulations and regulatory interpretations and other factors, and are also subject to continuing regulatory review and approval. For example, a significant operational loss experienced by another financial institution, even if we do not experience a related loss, could result in a material change in the output of our advanced systems and a corresponding material change in our risk exposures, our total RWA and our capital ratios compared to prior periods. An operational loss that we experience could also result in a material change in our capital requirements for operational risk under the advanced approaches, depending on the severity of the loss event, its characterization among the seven Basel-defined UOM, and the stability of the distributional approach for a particular UOM. This change in our capital requirements could be without direct correlation to the effects of the loss event or the timing of such effects on our results of operations. Due to the influence of changes in our advanced systems, whether resulting from changes in data inputs, regulation or regulatory supervision or interpretation, specific to us or more general market, or individual financial institution-specific, activities or experiences, or other updates or factors, we expect that our advanced systems and our credit, market and operational risk exposures, our total RWA and our capital ratios calculated under the Basel III rule will change, and may be volatile, over time, and that those latter changes or volatility could be material as calculated and measured from period to period. "
0,Changes in accounting standards may adversely affect our consolidated financial statements. 
0,"Changes in tax laws, rules or regulations, challenges to our tax positions with respect to historical transactions, and changes in the composition of our pre-tax earnings may increase our effective tax rate and thus adversely affect our consolidated financial statements. "
0,"Our businesses can be directly or indirectly affected by new tax legislation, the expiration of existing tax laws or the interpretation of existing tax laws worldwide. The U.S. federal and state governments, including Massachusetts, and jurisdictions around the world continue to review and enact proposals to amend tax laws, rules and regulations, including those related to corporate minimum taxes, applicable to our businesses that could have a negative impact on our capital or after-tax earnings. In the normal course of our business, we are subject to review by U.S. and non-U.S. tax authorities. A review by any such authority could result in an increase in our recorded tax liability. In addition to the aforementioned risks, our effective tax rate is dependent on the nature and geographic composition of our pre-tax earnings and could be negatively affected by changes in these factors. "
0,We could face liabilities for withholding and other non-income taxes as a result of tax authority examinations. 
0,"In addition to income tax, we are at present, and in the future will be, under audit or other examination, and litigation or other dispute resolution proceedings, with U.S. and non-U.S. tax authorities regarding State Street Corporation non-income-based tax matters. Our interpretations or application of tax laws and regulations, including with respect to withholding, transfer, wage, use, stamp, value added, service and other non-income taxes, could differ from that of the relevant governmental taxing authority, or we may "
0,"experience timing or other compliance deficiencies in connection with our efforts to comply with applicable tax laws and regulations, which could result in the requirement to pay additional taxes, penalties and/or interest, which could be material. Our tax exposure may also be impacted by tax positions taken by our clients and counterparties. "
0,"The market transition away from the use of the London Interbank Offered Rate (LIBOR) and other reference rates affected by reference rate reform as interest rate benchmarks may impose additional costs on us and may expose us to increased operational, model and financial risk. "
0,"Regulators globally have mandated that banks and other regulated financial institutions stop using the London Interbank Offered Rate (LIBOR - a floating benchmark interest rate for each of five major currencies) for all new financial contracts after December 31, 2021, with certain narrow exceptions. Legacy LIBOR contracts which remain outstanding after December 31, 2021 must be remediated by market participants ahead of applicable deadlines using various mechanisms, including amendment, refinancing, implementation of industry protocols and fallback rate provisions, and if applicable, remedial legislation at the national level and rules promulgated thereunder. Multiple new alternative reference rates and related conventions have been developed for various financial products and national currencies, including for derivatives contracts, loans and cash products."
0,"Our failure or inability to timely plan and implement an effective LIBOR transition program to maintain operational and service continuity and to minimize the economic impact for our clients, ourselves and other stakeholders could negatively impact our business and financial performance. Those dependencies include, without limitation, LIBOR-based securities and loans held in our investment portfolio, LIBOR-based preferred stock and long-term debt issued by us, and LIBOR-based client fee schedules and deposit pricing. Also, to mitigate any potential weaknesses in the underlying models, inadequate assumptions or reliance on poor or inaccurate data, our internal models which support decision making and risk management have been adjusted. "
0,"Assets held by our customers in the investment portfolios that we service, or in the investment portfolios that we manage for others, may have LIBOR-based terms. As such, we must enhance our processes and systems to account for new alternative reference rates-based instruments and products as they come to market, the transition of existing LIBOR-based instruments to their fallback language, and uncertainty as to how such instruments should be valued where such fallback language or the applicability of remedial legislation is unclear. These process and system requirements could adversely "
0,"impact our business, which in some instances is dependent on critical inputs from third parties, who themselves must timely adapt to market changes. Failure to implement the terms of those instruments in a manner consistent with customer expectations could lead to disputes and operational issues. "
0,"Failure or perceived failure to adequately manage the LIBOR transition could also affect our ability to attract and retain clients. Uncertainty relative to external developments necessary for the market transition away from LIBOR but outside of our control, such as the implementation of remedial legislation and regulatory decisions, could further increase the costs and risks of the transition for us or our subsidiaries. "
0,"Our controls and procedures may fail or be circumvented, our risk management policies and procedures may be inadequate, and operational risks could adversely affect our consolidated results of operations. "
0,"We have in the past failed and may in the future fail to identify and manage risks related to a variety of aspects of our business, including cybersecurity, information technology risk, operational risk and resiliency, interest rate risk, foreign exchange risk, trading risk, fiduciary risk, legal and compliance risk, liquidity risk and credit risk. We have adopted various controls, procedures, policies and systems to monitor and manage risk. We cannot provide assurance that those controls, procedures, policies and systems are or will be adequate to identify and manage internal and external risks, including risks related to service providers, in our various businesses. The risk of individuals, either employees or contractors, engaging in conduct harmful or misleading to clients or to us, such as consciously circumventing established control mechanisms to exceed trading or investment management limitations, committing fraud or improperly selling products or services to clients, is particularly challenging to manage through a control framework. In addition, we are subject to increased resiliency risk, requiring continuous reinvestment, enhancement and improvement in and of our information technology and operational infrastructure, controls and personnel which may not be effectively or timely deployed or integrated. Moreover, the financial and reputational impact of control or conduct failures can be significant. Persistent or repeated issues with respect to controls, information technology and operational resiliency or individual conduct have raised and may in the future raise concerns among regulators regarding our culture, governance and control environment. There can be no assurance that our efforts to address such risks will be effective. While we seek to contractually limit our financial exposure to operational risk, the degree of protection that we are able to achieve varies, and "
0,our potential exposure may be greater than the revenue we anticipate that we will earn from servicing our clients. 
0,"In addition, our businesses and the markets in which we operate are continuously evolving. We will need to make additional investments to develop the operational infrastructure and to enhance our compliance and risk management capabilities to support our businesses through their evolution, which may increase the operating expenses of such businesses. Moreover, we may fail to identify or fully understand the implications of changes in our businesses or the financial markets and fail to adequately or timely enhance our risk framework to address those changes. To the extent that our risk framework is ineffective, either because it fails to keep pace with changes in the financial markets, regulatory or industry requirements, technology and cybersecurity developments, our businesses, our counterparties, clients or service providers or for other reasons, we could incur losses, suffer reputational damage or find ourselves out of compliance with applicable regulatory or contractual mandates or expectations, and subject to regulatory inquiry or action against us. "
0,"Operational risk is inherent in all of our business activities. As a leading provider of services to institutional investors, we provide a broad array of services, including research, investment management, trading services and investment servicing that expose us to operational risk. In addition, these services generate a broad array of complex and specialized servicing, confidentiality and fiduciary requirements, many of which involve the opportunity for human, systems or process errors. We face the risk that the control policies, procedures and systems we have established to comply with our operational or security requirements will fail, will be inadequate or will become outdated. We also face the potential for loss resulting from inadequate or failed internal processes, employee supervision or monitoring mechanisms, service-provider processes or other systems or controls, which could materially affect our future consolidated results of operations. Additionally, several of our processes for specific clients, often large clients with a high volume and large magnitude of transactions and activities, are bespoke and require additional attention, oversight and controls which involve an enhanced risk of episodic or continued failure as well as additional costs. Given the volume and magnitude of transactions we process on a daily basis, operational losses represent a potentially significant financial risk for our business. Operational errors that result in us remitting funds to a failing or bankrupt entity may be irreversible, and may subject us to losses. In addition to the financial losses associated with operational "
0,"errors, these errors present the risk of client dissatisfaction and loss and reputational risk. "
0,"We may also be subject to disruptions from external events that are wholly or partially beyond our control, which could cause delays or disruptions to operational functions, including information processing and financial market settlement functions. In addition, our clients, vendors and counterparties could suffer from such events. Should these events affect us, or the clients, vendors or counterparties with which we conduct business, our consolidated results of operations could be negatively affected. "
0,"When we record balance sheet accruals for probable and estimable loss contingencies related to operational losses, we may be unable to accurately estimate our potential exposure, and any accruals we establish to cover operational losses may not be sufficient to cover our actual financial exposure, which could have a material adverse effect on our consolidated results of operations. "
0,Cost shifting to non-U.S. jurisdictions and outsourcing may expose us to increased operational risk and reputational harm and may not result in expected cost savings. 
0,"We manage expenses by migrating certain business processes and business support functions to lower-cost geographic locations, such as India, Poland and China, and by outsourcing to vendors and joint ventures in various jurisdictions. This effort exposes us to the risk that we may not effectively transition the relevant processes and activities, and that we may not maintain service quality, control and effective management or business resiliency within these operations during and after transitions. These migrations also involve risks that our outsourcing vendors or joint ventures may not comply with their servicing and other contractual obligations to us, including with respect to indemnification and information security, and to the risk that we may not satisfy applicable regulatory responsibilities regarding the management and oversight of outsourcing providers, joint ventures and other third parties. Our geographic footprint also exposes us to the relevant macroeconomic, political, legal and similar risks generally involved in doing business in the jurisdictions in which we establish lower-cost locations or joint ventures or in which our outsourcing vendors locate their operations, particularly in locations where we have a concentration of our operational activities, such as India, Poland and China. The increased elements of risk that arise from certain operating processes being conducted in some jurisdictions could lead to an increase in reputational risk. During periods of transition of operations, greater operational risk and client concerns exist with respect to maintaining a high level of service delivery and business continuity. The extent and pace at which we "
0,"are able to move functions to lower-cost locations, joint ventures and outsourcing providers may also be affected by political, regulatory and client acceptance issues, including with respect to data use, storage and security. Such relocation or outsourcing of functions also entails costs, such as technology, real estate and restructuring expenses, which may offset or exceed the expected financial benefits of the relocation or outsourcing. In addition, the financial benefits of lower-cost locations and of outsourcing may diminish over time or could be offset in the event that the U.S. or other jurisdictions impose tax, trade barrier or other measures which seek to discourage the use of lower cost jurisdictions. "
0,"Any failures of or damage to, attack on or unauthorized access to our information technology systems or facilities or disruptions to our continuous operations, including the systems, facilities or operations of third parties with which we do business, such as resulting from cyber-attacks, could result in significant costs and reputational damage and impacts our ability to conduct our business activities. "
0,"Our businesses depend on information technology infrastructure, both internal and external, to, among other things, record and process a large volume of increasingly complex transactions and other data, in many currencies, on a daily basis, across numerous and diverse markets and jurisdictions and to maintain that data securely. In recent years, several financial services firms have suffered successful cyber-attacks launched both domestically and from abroad, resulting in the disruption of services to clients, loss or misappropriation of sensitive or private data and reputational harm. We also have been subjected to cyber-attacks, and although we have not to our knowledge suffered a material breach or suspension of our systems, it is possible that we could suffer such a breach or suspension in the future or that we may be unaware of a prior attack. Cyber-threats are sophisticated and continually evolving. We may not implement effective systems and other measures to effectively identify, detect, prevent, mitigate, recover from or remediate the full diversity of cyber-threats or improve and adapt such systems and measures as such threats evolve and advance. "
0,"A cybersecurity incident, or a failure to protect our technology infrastructure, systems and information and our clients and others' information against cybersecurity threats, could result in the theft, loss, unauthorized access to, disclosure, misuse or alteration of information, system failures or outages or loss of access to information. The expectations of our clients and regulators with respect to the resiliency of our systems and the adequacy of our control environment with respect to such systems has and is expected to increase as the risk of cyber-attacks, "
0,"which is presently elevated due to the current geopolitical environment and evolving alternative work arrangements, and the consequences of those attacks become more pronounced. We may not be successful in meeting those expectations or in our efforts to identify, detect, prevent, mitigate and respond to such cyber-incidents or for our systems to recover in a manner that does not disrupt our ability to provide services to our clients. The failure to maintain an adequate technology infrastructure and applications with effective cybersecurity controls could impact operations, adversely affect our financial results, result in loss of business, damage our reputation or impact our ability to comply with regulatory obligations, leading to regulatory fines and sanctions. We may be required to expend significant additional resources to modify, investigate or remediate vulnerabilities or other exposures arising from cybersecurity threats. "
0,"Our computer, communications, data processing, networks, backup, business continuity, disaster recovery or other operating, information or technology systems, facilities and activities have suffered and in the future may suffer disruptions or otherwise fail to operate properly or become disabled, overloaded or damaged as a result of a number of factors, including events that are wholly or partially beyond our control, which can adversely affect our ability to process transactions, provide services or maintain systems availability, maintain information security, compliance and internal controls or otherwise appropriately conduct our business activities. For example, in addition to cyber-attacks, there could be sudden increases in transaction or data volumes, electrical or telecommunications outages, natural disasters, or employee or contractor error or malfeasance. Third parties may also attempt to place individuals within State Street or fraudulently induce employees, vendors, clients or other users of our systems to disclose sensitive information in order to gain access to our data or that of our clients or other parties. Any such disruptions or failures may require us, among other things, to reconstruct lost data (which may not be possible), reimburse our clients' costs associated with such disruption or failure, result in loss of client business or damage our information technology infrastructure or systems or those of our clients or other parties. While we have not in the past suffered material harm or adverse effects from such disruptions or failures, we may not successfully prevent, respond to or recover from such disruptions or failures in the future, and any such disruption or failure could adversely impact our ability to conduct our businesses, damage our reputation and cause losses, potentially materially. "
0,"The third parties with which we do business, which facilitate our business activities, to whom we outsource operations or other activities, from whom "
0,"we receive products or services or with whom we otherwise engage or interact, including financial intermediaries and technology infrastructure and service providers, are also susceptible to the foregoing risks (including the third parties with which they are similarly interconnected or on which they otherwise rely), and our or their business operations and activities have been and may in the future be adversely affected, perhaps materially, by failures, terminations, errors or malfeasance by, or attacks or constraints on, one or more financial, technology, infrastructure or government institutions or intermediaries with whom we or they are interconnected or conduct business. "
0,"In particular, we, like other financial services firms, will continue to face increasing cyber-threats, including computer viruses, malicious code, distributed denial of service attacks, phishing attacks, ransomware, hacker attacks, limited availability of services, unauthorized access, information security breaches or employee or contractor error or malfeasance that could result in the unauthorized release, gathering, monitoring, misuse, loss or destruction of our, our clients' or other parties' confidential, personal, proprietary or other information or otherwise disrupt, compromise or damage our or our clients' or other parties' business assets, operations and activities. These and similar types of threats are occurring globally with greater frequency and intensity, and we may not anticipate or implement effective preventative measures against, or identify and detect one or more, such threats, particularly because the techniques used change frequently or may not be recognized until after they are launched. Our status as a G-SIB likely increases the risk that we are targeted by such cybersecurity threats. In addition, some of our service offerings, such as data warehousing, may also increase the risk we are, and the consequences of being, so targeted. We may be required to expend significant additional resources to modify, investigate or remediate vulnerabilities or other exposures arising from cybersecurity threats. We therefore could experience significant related costs and legal and financial exposures, including lost or constrained ability to provide our services or maintain systems availability to clients, regulatory inquiries, enforcements, actions and fines, litigation, damage to our reputation or property and enhanced competition. "
0,"Due to our dependence on technology and the important role it plays in our business operations, we are attempting to improve and update our information technology infrastructure, among other things: (1) as some of our systems are approaching the end of their useful life, are redundant or do not share data without reconciliation; (2) to be more efficient, meet increasing client and regulatory security, resiliency and other expectations and support opportunities of"
0,"growth; and (3) to enhance resiliency and maintain business continuity. Updating these systems involves material costs and often involves implementation, integration and security risks, including risks that we may not adequately anticipate the market or technological trends, regulatory expectations or client needs or experience unexpected challenges that could cause financial, reputational and operational harm. Failing to properly respond to and invest in changes and advancements in technology can limit our ability to attract and retain clients, prevent us from offering similar products and services as those offered by our competitors, impair our ability to maintain continuous operations, inhibit our ability to meet regulatory requirements and subject us to regulatory inquires."
0,Long-term contracts expose us to pricing and performance risk. 
0,"We frequently enter into long-term client servicing contracts in our Investment Servicing business, including with respect to our State Street Alpha services. These include outsourcing and other core services contracts and can involve information technology development. These arrangements generally set forth our fee schedule for the term of the contract and, absent a change in service requirements, do not permit us to re-price the contract for changes in our costs or for market pricing. The long-term contracts for these relationships require, in some cases, considerable up-front investment by us, including technology and conversion costs, and carry the risk that pricing for the products and services we provide might not prove adequate to generate expected operating margins over the term of the contracts. "
0,"The profitability of these contracts is largely a function of our ability to accurately calculate pricing for our services, efficiently assume our contractual responsibilities in a timely manner, control our costs and maintain the relationship with the client for an adequate period of time to recover our up-front investment. Our estimate of the profitability of these arrangements can be adversely affected by declines in or inaccurate projections of the assets under the clients' management, whether due to general declines in the securities markets or client-specific issues. In addition, the profitability of these arrangements may be based on our ability to cross-sell additional services to these clients, and we may be unable to do so. In addition, such contracts may permit early termination or reduction in services in the event that certain service levels are not met, which termination or service reduction may result in loss of upfront investment in onboarding the client. "
0,"Performance risk exists in each contract, given our dependence on successful conversion and implementation onto our own operating platforms of "
0,"the service activities provided. Our failure to meet specified service levels or implementation timelines may also adversely affect our revenue from such arrangements, or permit early termination of the contracts by the client. If the demand for these types of services were to decline, we could see our revenue decline. "
0,Our businesses may be negatively affected by adverse publicity or other reputational harm. 
0,"Our relationship with many of our clients is predicated on our reputation as a fiduciary and a service provider that adheres to the highest standards of ethics, service quality and regulatory compliance, as well as a leading provider of the products and services we offer. Adverse publicity, regulatory actions or fines, litigation, operational failures, loss of client opportunities or market share or the failure to meet client expectations or fiduciary or other obligations could materially and adversely affect our reputation, our ability to attract and retain clients or key employees or our sources of funding for the same or other businesses. For example, over the past decade we have experienced adverse publicity with respect to our indirect foreign exchange trading, and this adverse publicity has contributed to a shift of client volume to other foreign exchange execution methods. Similarly, governmental actions and reputational issues in our transition management business in the U.K. have adversely affected our transition management revenue and, with criminal convictions or guilty pleas of three of our former employees in 2018 and the deferred prosecution agreement we entered into in early 2017 and the related SEC settlement, these effects have the potential to continue. The client invoicing matter we announced in late 2015, and the related deferred prosecution agreement entered into in May 2021, have had similar effects. For additional information about these matters, see the risk factor "" Our businesses may be adversely affected by government enforcement and litigation. """
0,"Preserving and enhancing our reputation also depends on maintaining systems, procedures and controls that address known risks and regulatory requirements, as well as our ability to timely identify, understand and mitigate additional risks that arise due to changes in our businesses and the marketplaces in which we operate, the regulatory environment and client expectations. "
0,"We may not be able to protect our intellectual property, and we are subject to claims of third-party intellectual property rights. "
0,Our potential inability to protect our intellectual property and proprietary technology effectively may allow competitors to duplicate our technology and products and may adversely affect our ability to compete with them. To the extent that we do not 
0,"The quantitative models we use to manage our business may contain errors that result in inadequate risk assessments, inaccurate valuations or poor business and risk management decisions, and lapses in disclosure controls and procedures or internal control over financial reporting could occur, any of which could result in material harm. "
0,"We use quantitative models to help manage many different aspects of our businesses. As an input to our overall assessment of capital adequacy, we use models to measure the amount of credit risk, market risk and operational risk we face. We also use models for interest rate risk management and liquidity planning. During the preparation of our consolidated financial statements, we sometimes use models to measure the value of asset and liability positions for which reliable market prices are not available. We also use models to support many different types of business decisions including trading activities, investment, hedging, asset-and-liability management and whether to change business strategy. We also use artificial intelligence and machine learning models to automate or enhance certain business processes. Weaknesses in the underlying model including input data, assumptions, parameters, or implementation, as well as inappropriate model use, could result in unanticipated and adverse consequences, including material loss and material non-compliance with regulatory requirements or "
0,"expectations. Because of our widespread usage of models, potential weaknesses in our Model Risk Management practices pose an ongoing risk to us. "
0,"We also use quantitative models in our risk measurement and may fail to accurately quantify the magnitude of the risks we face. Our measurement methodologies rely on many assumptions and historical analyses and correlations. These assumptions may be incorrect, and the historical correlations on which we rely may not continue to be relevant. Consequently, the measurements that we make for regulatory purposes may not adequately capture or express the true risk profiles of our businesses. Moreover, as businesses and markets evolve, our measurements may not accurately reflect this evolution. While our risk measures may indicate sufficient capitalization, they may underestimate the level of capital necessary to conduct our businesses. "
0,"Additionally, our disclosure controls and procedures may not be effective in every circumstance, and, similarly, it is possible we may identify a material weakness or significant deficiency in internal control over financial reporting. Any such lapses or deficiencies may materially and adversely affect our business and consolidated results of operations or consolidated financial condition, restrict our ability to access the capital markets, require us to expend significant resources to correct the lapses or deficiencies, expose us to regulatory or legal proceedings, subject us to fines, penalties or judgments or harm our reputation. "
0,Our reputation and business prospects may be damaged if our clients incur substantial losses in investment pools that we sponsor or manage or are restricted in redeeming their interests in these investment pools. 
0,"We manage assets on behalf of clients in several forms, including in collective investment pools, money market funds, securities finance collateral pools, cash collateral and other cash products and short-term investment funds. Our management of collective investment pools on behalf of clients exposes us to reputational risk and operational losses. If our clients incur substantial investment losses in these pools, receive redemptions as in-kind distributions rather than in cash, or experience significant under-performance relative to the market or our competitors' products, our reputation could be significantly harmed, which harm could significantly and adversely affect the prospects of our associated business units. Because we often implement investment and operational decisions and actions over multiple investment pools to achieve scale, we face the risk that losses, even small losses, may have a significant effect in the aggregate. "
0,"If higher than normal demands for liquidity from our clients were to occur, managing the liquidity requirements of our collective investment pools could become more difficult. If such liquidity problems were to recur, our relationships with our clients may be adversely affected, and, we could, in certain circumstances, be required to consolidate the investment pools into our consolidated statement of condition, levels of redemption activity could increase, and our consolidated results of operations and business prospects could be adversely affected. In addition, if a money market fund that we manage were to have unexpected liquidity demands from investors in the fund that exceeded available liquidity, the fund could be required to sell assets to meet those redemption requirements, and selling the assets held by the fund at a reasonable price, if at all, may then be difficult. "
0,"Because of the size of the investment pools that we manage, we may not have the financial ability or regulatory authority to support the liquidity or other demands of our clients. Any decision by us to provide financial support to an investment pool to support our "
0,"reputation in circumstances where we are not statutorily or contractually obligated to do so could result in the recognition of significant losses, could adversely affect the regulatory view of our capital levels or plans and could, in some cases, require us to consolidate the investment pools into our consolidated statement of condition. Any failure of the pools to meet redemption requests, or under- performance of our pools relative to similar products offered by our competitors, could harm our business and our reputation. "
0,"We may incur losses arising from our investments in sponsored investment funds, which could be material to our consolidated results of operations in the periods incurred. "
0,"In the normal course of business, we manage various types of sponsored investment funds through State Street Global Advisors. The services we provide to these sponsored investment funds generate management fee revenue, as well as servicing fees from our other businesses. From time to time, we may invest in the funds, which we refer to as seed capital, in order for the funds to establish a performance history for newly launched strategies. These funds may meet the definition of variable interest entities, as defined by U.S. GAAP, and if we are deemed to be the primary beneficiary of these funds, we may be required to consolidate these funds in our consolidated financial statements under U.S. GAAP. The funds follow specialized investment company accounting rules which prescribe fair value for the underlying investment securities held by the funds. "
0,"In the aggregate, we expect any financial losses that we realize over time from these seed investments to be limited to the actual amount invested in the consolidated fund. However, in the event of a fund wind-down, gross gains and losses of the fund may be recognized for financial accounting purposes in different periods during the time the fund is consolidated but not wholly owned. Although we expect the actual economic loss to be limited to the amount invested, our losses in any period for financial accounting purposes could exceed the value of our economic interests in the fund and could exceed the value of our initial seed capital investment. "
0,"In instances where we are not deemed to be the primary beneficiary of the sponsored investment fund, we do not include the funds in our consolidated financial statements. Our risk of loss associated with investment in these unconsolidated funds primarily represents our seed capital investment, which could become realized as a result of poor investment performance. However, the amount of loss we may recognize during any period would be limited to the carrying amount of our investment. "
0,"Climate change may increase the frequency and severity of major weather events and the ongoing transition to a low carbon economy may drive regulatory and business model change that could adversely affect our business operations and resiliency, our clients, our counterparties or other financial market participants and could adversely affect our consolidated results of operations and financial condition. "
0,or products that may be inconsistent with our stated positions on climate change issues. 
0,"We may incur losses as a result of unforeseen events including terrorist attacks, natural disasters, the emergence of a new pandemic or acts of embezzlement. "
0,"Acts of terrorism, natural disasters or the emergence of a new pandemic could significantly affect our business. We have instituted disaster recovery and continuity plans to address risks from terrorism, natural disasters and pandemics; however, anticipating or addressing all potential contingencies is not possible for events of this nature. Acts of terrorism, either targeted or broad in scope, or natural disasters could damage our physical facilities, harm our employees and disrupt our operations. A pandemic, or concern about a possible pandemic, could lead to operational difficulties and impair our ability to manage our business. Acts of terrorism, natural disasters and pandemics could also negatively affect our clients, counterparties and service providers, as well as result in disruptions in general economic activity and the financial markets. "
1,"JPMorgan Chase is a financial services firm with operations worldwide. JPMorgan Chase must comply with the laws, rules and regulations that apply to its operations in all of the jurisdictions around the world in which it does business, and financial services firms such as JPMorgan Chase are subject to extensive regulation and supervision. "
1,"In response to new and existing laws, rules and regulations and expanded supervision, JPMorgan Chase has in the past been and could in the future be, required to: "
1,"Any failure by JPMorgan Chase to comply with the laws, rules and regulations to which it is subject could result in: "
1,"The content and application of laws, rules and regulations affecting financial services firms sometimes vary according to factors such as the size of the firm, the jurisdiction in which it is organized or operates, and other criteria. For example: "
1,"These types of differences in the regulatory framework can result in JPMorgan Chase losing market share to competitors that are less regulated or not subject to regulation, especially with respect to unregulated financial products. "
1,There can also be significant differences in the ways that similar regulatory initiatives affecting the financial services industry are implemented in the U.S. and in other countries and regions in which JPMorgan Chase does business. For 
1,"example, when adopting rules that are intended to implement a global regulatory standard, a national regulator may introduce additional or more restrictive requirements, which can create competitive disadvantages for financial services firms, such as JPMorgan Chase, that may be subject to those enhanced regulations. "
1,"In addition, certain national and multi-national bodies and governmental agencies outside the U.S. have adopted laws, rules or regulations that may conflict with or prohibit JPMorgan Chase from complying with laws, rules and regulations to which it is otherwise subject, creating conflict of law issues that also increase its risks of non-compliance in those jurisdictions. "
1,"Legislative and regulatory initiatives outside the U.S. could require JPMorgan Chase to make significant modifications to its operations and legal entity structure in the relevant countries or regions in order to comply with those requirements. These include laws, rules and regulations that have been adopted or proposed relating to: "
1,"These types of differences, inconsistencies and conflicts in financial services regulation have required and could in the future require JPMorgan Chase to: "
1,"Resolving regulatory investigations can subject JPMorgan Chase to significant penalties and collateral consequences, and could result in higher compliance costs or restrictions on its operations. "
1,"JPMorgan Chase is subject to heightened oversight and scrutiny from regulatory authorities in many jurisdictions. JPMorgan Chase has paid significant fines, provided other monetary relief, incurred other penalties and experienced other repercussions in connection with resolving investigations and enforcement actions by governmental agencies. JPMorgan Chase could become subject to similar regulatory or governmental resolutions or other actions in the future, and addressing the requirements of any such resolutions or actions could result in JPMorgan Chase incurring higher operational and compliance costs, including devoting substantial resources to the required remediation, or needing to comply with other restrictions. "
1,"In connection with resolving specific regulatory investigations or enforcement actions, certain regulators have required JPMorgan Chase and other financial institutions to admit wrongdoing with respect to the activities that gave rise to the resolution. These types of admissions can lead to: "
1,"Furthermore, U.S. government officials have demonstrated a willingness to bring criminal actions against financial institutions and have required that institutions plead guilty to criminal offenses or admit other wrongdoing in connection with resolving regulatory investigations or enforcement actions. Resolutions of this type can have significant collateral consequences for the subject financial institution, including: "
1,"If JPMorgan Chase fails to meet the requirements of any resolution of a governmental investigation or enforcement action, or to maintain risk and control processes that meet the heightened standards and expectations of its regulators, it could be required to, among other things: "
1,"In these circumstances, JPMorgan Chase could also become subject to other sanctions, or to prosecution or civil litigation with respect to the conduct that gave rise to an investigation or enforcement action. "
